,pitch_type,release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by,count
1426,FF,93.8,3.17,54.63,5.62,12.0,1,0,0.0,3,2,1.34,1.07,1.42,3.75,0,0,0,0,6,0.0,0.0,0.0,92.8,2511.0,5.9,125.0,6,3-2
1427,FF,95.4,2.95,54.35,5.69,11.0,1,0,1.0,3,2,1.31,0.92,-1.08,2.59,0,0,0,0,6,0.0,0.0,0.0,94.7,2470.0,6.2,122.0,6,3-2
1459,FF,93.1,3.05,54.57,5.68,1.0,1,0,0.0,3,2,1.22,1.38,-0.65,2.82,0,0,0,1,4,0.0,80.0,69.0,92.2,2366.0,5.9,136.0,6,3-2
1476,FF,95.2,3.05,54.78,5.59,2.0,1,0,0.0,3,2,1.07,1.11,0.09,2.59,0,0,0,1,3,194.0,102.4,10.0,93.8,2404.0,5.7,133.0,5,3-2
1493,FF,93.5,2.91,54.62,5.69,13.0,1,0,1.0,3,2,1.17,0.98,-1.0,1.71,0,0,0,0,2,0.0,0.0,0.0,92.5,2454.0,5.9,126.0,5,3-2
1510,SL,78.0,2.85,54.85,5.65,13.0,1,0,0.0,3,2,-1.57,-0.9,-1.07,0.75,0,0,0,1,1,0.0,0.0,0.0,76.5,2365.0,5.7,304.0,5,3-2
1546,SL,76.5,3.13,55.42,5.59,13.0,1,0,0.0,3,2,-0.98,-0.27,-2.11,1.7,0,0,0,0,7,0.0,0.0,0.0,74.5,2341.0,5.1,294.0,1,3-2
1590,FF,91.5,3.07,54.65,5.66,12.0,1,0,1.0,3,2,1.21,1.08,0.92,3.81,0,0,0,0,4,0.0,0.0,0.0,90.4,2254.0,5.9,128.0,1,3-2
1633,FF,96.6,3.19,54.41,5.33,13.0,0,0,0.0,3,2,1.35,0.98,-0.85,1.56,0,0,0,0,1,0.0,0.0,0.0,95.7,2525.0,6.1,123.0,0,3-2
1681,SL,79.2,3.22,55.04,5.51,8.0,1,0,1.0,3,2,-1.59,-0.28,0.25,2.15,0,0,0,1,6,0.0,0.0,0.0,77.6,2265.0,5.5,286.0,-3,3-2
1697,SL,79.2,3.24,54.97,5.54,13.0,1,0,1.0,3,2,-1.71,-0.42,-0.96,1.48,0,0,0,1,5,0.0,0.0,0.0,77.4,2440.0,5.5,289.0,-1,3-2
1729,FF,95.3,3.4,54.57,5.48,3.0,1,0,1.0,3,2,1.1,0.95,0.35,3.21,0,1,0,1,3,0.0,0.0,0.0,94.4,2303.0,5.9,127.0,1,3-2
1730,FF,92.4,3.39,54.24,5.66,1.0,1,0,1.0,3,2,0.66,1.62,-0.58,2.97,0,1,0,1,3,140.0,58.0,33.0,91.4,2236.0,6.3,156.0,1,3-2
1740,CH,86.1,3.31,54.21,5.29,5.0,1,0,0.0,3,2,1.42,0.73,-0.22,2.66,0,0,0,0,3,146.0,90.1,74.0,85.4,1860.0,6.3,112.0,1,3-2
1741,SI,92.4,3.42,54.56,5.36,14.0,1,0,1.0,3,2,1.82,0.32,1.17,2.36,0,0,0,0,3,0.0,0.0,0.0,91.2,2016.0,5.9,96.0,1,3-2
1792,SL,81.7,3.02,55.16,5.69,6.0,1,0,0.0,3,2,-0.95,-0.46,0.62,2.5,1,1,0,2,6,0.0,80.0,69.0,80.0,2372.0,5.3,303.0,5,3-2
1793,FF,95.4,2.99,54.29,5.61,2.0,1,0,1.0,3,2,1.25,0.8,0.24,3.39,1,1,0,2,6,203.0,73.1,52.0,94.8,2363.0,6.2,119.0,5,3-2
1837,SL,78.4,3.09,55.11,5.54,5.0,1,0,0.0,3,2,-1.22,-0.76,-0.02,2.18,0,0,0,1,4,12.0,101.1,-11.0,76.8,2391.0,5.4,307.0,4,3-2
1889,SL,78.6,3.23,55.42,5.63,12.0,1,0,0.0,3,2,-0.56,-0.46,1.39,3.86,0,0,0,0,1,0.0,0.0,0.0,77.0,2316.0,5.1,318.0,2,3-2
1890,FF,92.8,3.17,54.35,5.78,5.0,1,0,1.0,3,2,1.16,1.11,-0.25,2.68,0,0,0,0,1,0.0,0.0,0.0,92.4,2371.0,6.2,130.0,2,3-2
1900,SL,81.6,2.94,55.11,5.63,12.0,1,0,0.0,3,2,-1.11,-0.31,2.11,2.97,0,0,1,0,7,0.0,0.0,0.0,80.4,2429.0,5.4,293.0,1,3-2
1910,FF,97.3,3.04,54.43,5.43,2.0,1,0,1.0,3,2,0.99,1.08,0.15,3.37,0,0,1,2,6,0.0,0.0,0.0,96.8,2342.0,6.1,134.0,1,3-2
1911,CH,87.5,3.05,54.0,5.22,7.0,1,0,1.0,3,2,1.52,0.41,-0.55,1.7,0,0,1,2,6,0.0,0.0,0.0,87.7,1987.0,6.5,101.0,1,3-2
1946,CH,83.9,3.3,54.36,5.28,12.0,1,0,0.0,3,2,1.43,0.08,1.38,2.89,0,0,0,2,4,0.0,0.0,0.0,83.6,1758.0,6.1,87.0,1,3-2
1947,FF,94.5,3.23,54.59,5.3,2.0,1,0,1.0,3,2,1.09,1.19,-0.21,3.3,0,0,0,2,4,192.0,71.0,55.0,93.7,2348.0,5.9,135.0,1,3-2
2011,FF,89.0,2.93,54.4,5.66,13.0,1,0,0.0,3,2,0.85,0.7,-1.38,0.62,0,0,0,1,9,0.0,0.0,0.0,88.7,2203.0,6.0,125.0,7,3-2
2070,FF,93.7,2.93,54.51,5.75,1.0,1,0,0.0,3,2,0.61,0.85,-0.35,3.26,0,0,0,0,4,341.0,97.3,41.0,93.0,2327.0,5.9,141.0,4,3-2
2071,FF,94.8,3.04,54.61,5.9,3.0,1,0,1.0,3,2,0.93,1.15,0.6,2.9,0,0,0,0,4,185.0,71.0,31.0,93.7,2373.0,5.8,138.0,4,3-2
2078,SI,96.3,2.8,54.34,5.57,4.0,1,0,1.0,3,2,1.02,0.55,-0.77,2.53,0,1,0,2,3,0.0,0.0,0.0,96.0,2372.0,6.1,113.0,0,3-2
2154,FF,92.3,3.25,54.44,5.39,14.0,1,0,0.0,3,2,1.46,0.86,0.96,1.82,0,0,0,0,6,4.0,74.6,-26.0,91.6,2244.0,6.1,117.0,0,3-2
2208,CH,87.9,3.31,53.95,5.26,3.0,1,0,0.0,3,2,1.86,0.9,0.36,2.7,0,0,0,1,1,5.0,69.8,-27.0,88.4,2001.0,6.5,113.0,0,3-2
2234,SI,90.7,3.25,54.7,5.43,6.0,1,0,0.0,3,2,1.52,0.46,0.5,2.0,0,1,0,2,6,23.0,77.8,-4.0,89.7,2136.0,5.8,103.0,0,3-2
2235,CH,87.4,3.16,54.53,5.31,2.0,1,0,1.0,3,2,1.52,0.47,0.28,2.55,0,1,0,2,6,0.0,0.0,0.0,86.7,1962.0,6.0,102.0,0,3-2
2346,FF,97.5,3.26,54.6,5.56,12.0,1,0,0.0,3,2,1.76,0.94,1.15,2.78,0,0,0,2,5,329.0,107.1,13.0,96.8,2405.0,5.9,115.0,0,3-2
2360,SL,76.7,3.19,55.26,5.42,6.0,1,0,1.0,3,2,-0.85,-0.33,0.73,2.2,1,0,0,2,4,0.0,0.0,0.0,74.8,2113.0,5.2,302.0,0,3-2
2405,SI,93.6,3.4,54.72,5.16,3.0,1,0,1.0,3,2,1.73,0.22,0.63,3.0,1,1,0,2,1,0.0,0.0,0.0,92.4,2106.0,5.8,93.0,-1,3-2
2406,SL,75.3,3.09,55.41,5.47,11.0,1,0,1.0,3,2,-1.29,-0.32,-1.04,2.45,1,1,0,2,1,0.0,0.0,0.0,72.9,2229.0,5.1,292.0,-1,3-2
2407,FF,96.3,3.27,54.72,5.51,1.0,1,0,1.0,3,2,0.99,0.79,-0.31,3.2,1,1,0,2,1,166.0,71.0,27.0,95.3,2224.0,5.8,125.0,-1,3-2
2408,CH,86.0,3.17,54.71,5.07,4.0,1,0,1.0,3,2,1.45,0.46,-0.3,2.49,1,1,0,2,1,0.0,0.0,0.0,84.6,2142.0,5.8,102.0,-1,3-2
2415,CH,84.8,3.4,54.94,5.45,7.0,1,0,0.0,3,2,1.37,0.76,-0.4,1.44,0,0,1,2,1,0.0,82.9,-21.0,83.2,1900.0,5.6,114.0,0,3-2
2416,SL,76.7,3.42,55.15,5.36,5.0,1,0,1.0,3,2,-0.99,-0.23,0.05,2.57,0,0,1,2,1,236.0,79.5,46.0,75.1,2282.0,5.4,293.0,0,3-2
2482,FF,93.7,3.14,54.54,5.57,12.0,1,0,1.0,3,2,0.85,1.26,1.17,2.95,1,0,0,0,3,0.0,0.0,0.0,93.1,2206.0,6.0,143.0,4,3-2
2512,SL,78.0,3.18,55.21,5.38,13.0,1,0,0.0,3,2,-1.42,-0.27,-1.43,1.91,0,0,1,2,2,0.0,0.0,0.0,76.0,2223.0,5.3,288.0,4,3-2
2530,FF,97.2,3.38,54.57,5.37,6.0,1,0,1.0,3,2,0.99,0.97,0.67,2.46,0,0,0,0,2,0.0,0.0,0.0,96.5,2347.0,5.9,131.0,4,3-2
2566,CH,87.6,3.37,54.74,5.39,5.0,1,0,0.0,3,2,1.65,0.24,-0.08,2.02,0,0,0,1,7,89.0,98.0,5.0,86.4,2073.0,5.8,93.0,-2,3-2
2623,FF,97.1,3.31,54.83,5.73,5.0,0,0,0.0,3,2,1.07,1.02,0.26,2.96,0,0,0,1,3,291.0,94.3,46.0,96.0,2324.0,5.7,131.0,0,3-2
2661,SL,77.4,3.42,55.39,5.47,14.0,1,0,0.0,3,2,-0.94,-0.35,0.52,1.35,0,0,0,0,7,252.0,76.8,40.0,75.9,2290.0,5.1,298.0,0,3-2
2692,FF,94.6,3.32,54.58,5.42,2.0,1,0,0.0,3,2,0.92,0.64,-0.04,3.28,1,0,0,2,5,292.0,84.0,41.0,93.6,2199.0,5.9,120.0,1,3-2
2709,SI,92.1,3.34,54.63,5.49,3.0,1,0,0.0,3,2,1.09,0.57,0.72,3.51,0,0,0,1,5,12.0,98.2,-16.0,91.3,2176.0,5.9,112.0,2,3-2
2710,FF,95.7,3.3,54.6,5.26,6.0,1,0,1.0,3,2,1.21,0.69,0.72,2.71,0,0,0,1,5,0.0,0.0,0.0,94.7,2307.0,5.9,115.0,2,3-2
2784,CH,85.9,2.91,53.65,5.48,12.0,1,0,0.0,3,2,1.63,0.34,1.73,3.88,0,0,0,1,6,0.0,0.0,0.0,86.7,2028.0,6.9,97.0,3,3-2
2801,FF,93.6,2.81,53.27,5.65,11.0,1,0,0.0,3,2,0.99,0.93,-0.1,4.19,0,0,0,2,5,0.0,0.0,0.0,95.3,2161.0,7.2,129.0,1,3-2
2822,FF,92.3,2.73,53.35,5.7,8.0,1,0,1.0,3,2,1.29,0.98,0.0,2.16,0,0,0,0,4,0.0,0.0,0.0,93.8,2193.0,7.1,124.0,1,3-2
2856,CH,85.5,2.85,53.66,5.53,9.0,1,0,1.0,3,2,1.55,0.36,0.28,2.04,0,0,0,0,2,0.0,0.0,0.0,86.1,1963.0,6.8,98.0,0,3-2
2870,CH,86.2,2.99,53.81,5.48,6.0,1,0,0.0,3,2,1.52,0.51,0.31,3.13,0,0,0,0,1,0.0,82.9,-21.0,86.5,2044.0,6.7,104.0,0,3-2
2901,CH,83.8,3.4,54.55,5.11,12.0,1,0,0.0,3,2,1.6,0.89,1.13,2.9,1,0,1,1,5,0.0,0.0,0.0,82.5,1991.0,6.0,114.0,3,3-2
2924,CH,86.7,3.41,54.8,5.13,3.0,1,0,0.0,3,2,1.63,0.95,0.79,3.37,0,0,0,2,4,66.0,93.8,2.0,85.1,2101.0,5.7,116.0,3,3-2
2925,FF,94.5,3.25,54.41,5.6,5.0,1,0,1.0,3,2,1.39,1.59,0.26,2.03,0,0,0,2,4,167.0,71.4,24.0,93.4,2320.0,6.1,136.0,3,3-2
2939,FF,90.5,3.17,54.34,5.48,14.0,1,0,0.0,3,2,1.48,1.47,1.34,2.08,0,0,0,2,3,0.0,0.0,0.0,89.6,2265.0,6.2,132.0,3,3-2
2940,CH,87.1,3.36,54.41,5.14,5.0,1,0,1.0,3,2,1.88,1.08,0.1,2.15,0,0,0,2,3,0.0,0.0,0.0,85.9,2108.0,6.1,116.0,3,3-2
2995,CH,87.1,3.25,54.17,5.23,12.0,1,0,1.0,3,2,1.63,0.6,1.24,3.39,0,0,1,0,8,0.0,0.0,0.0,86.7,1989.0,6.3,105.0,3,3-2
3006,SL,82.0,3.19,54.78,5.52,13.0,1,0,1.0,3,2,-1.32,-0.49,-1.46,2.14,0,0,1,2,7,0.0,0.0,0.0,80.8,2457.0,5.7,296.0,1,3-2
3007,CH,90.2,3.33,54.19,5.27,4.0,1,0,1.0,3,2,1.61,0.75,-0.69,2.73,0,0,1,2,7,216.0,103.5,13.0,89.8,2122.0,6.3,111.0,1,3-2
3045,SL,80.6,3.04,54.94,5.49,13.0,0,0,0.0,3,2,-1.06,-0.37,-0.93,0.94,0,0,0,1,5,0.0,0.0,0.0,79.1,2515.0,5.6,297.0,2,3-2
3077,FF,97.3,3.22,54.38,5.53,7.0,0,0,1.0,3,2,1.21,1.01,-0.49,2.24,0,0,0,1,2,0.0,0.0,0.0,96.8,2386.0,6.1,127.0,0,3-2
3130,FF,94.5,3.18,54.18,5.45,2.0,1,0,0.0,3,2,1.16,1.14,0.26,3.24,1,0,0,2,6,179.0,72.9,53.0,94.2,2268.0,6.3,131.0,-1,3-2
3155,SL,79.0,3.19,55.02,5.48,5.0,1,0,0.0,3,2,-1.01,0.03,0.2,2.8,1,0,0,1,4,293.0,105.5,15.0,77.7,2319.0,5.5,277.0,0,3-2
3156,FF,94.1,3.19,54.32,5.5,2.0,1,0,1.0,3,2,1.19,1.45,0.26,3.86,1,0,0,1,4,159.0,79.3,13.0,93.5,2299.0,6.2,138.0,0,3-2
3157,FF,97.2,3.18,54.29,5.5,2.0,1,0,1.0,3,2,1.43,1.5,0.28,3.59,1,0,0,1,4,208.0,77.3,58.0,96.3,2482.0,6.2,134.0,0,3-2
3250,CH,88.7,3.43,54.5,5.32,5.0,1,0,0.0,3,2,1.46,0.54,0.16,2.81,0,0,0,0,5,314.0,92.0,40.0,87.6,2097.0,6.0,105.0,0,3-2
3261,SL,83.1,3.35,55.05,5.53,3.0,1,0,1.0,3,2,-1.26,-0.13,0.38,3.07,1,1,0,2,4,0.0,0.0,0.0,81.7,2439.0,5.5,283.0,0,3-2
3349,CH,87.3,3.19,54.5,5.33,8.0,1,0,1.0,3,2,1.34,0.64,-0.01,2.0,0,0,0,0,5,0.0,0.0,0.0,86.8,2053.0,6.0,111.0,0,3-2
3359,SL,80.9,3.09,54.57,5.38,13.0,1,0,0.0,3,2,-1.26,-0.04,-0.58,1.17,0,0,0,1,4,0.0,0.0,0.0,80.2,2727.0,5.9,279.0,0,3-2
3387,FF,95.9,3.31,54.69,5.49,3.0,0,0,0.0,3,2,1.53,1.16,0.39,3.72,0,0,0,0,3,0.0,0.0,0.0,94.5,2546.0,5.8,124.0,1,3-2
3431,FF,96.5,3.23,54.46,5.43,2.0,1,0,1.0,3,2,0.82,1.35,0.0,3.42,0,0,0,1,8,0.0,0.0,0.0,95.7,2287.0,6.0,146.0,0,3-2
3449,SL,77.6,3.23,55.03,5.53,9.0,1,0,0.0,3,2,-0.98,-0.27,0.58,1.93,0,0,0,1,7,151.0,70.7,16.0,76.5,2182.0,5.5,294.0,0,3-2
3489,FF,96.5,3.2,53.88,5.57,8.0,1,0,1.0,3,2,1.29,1.29,0.09,2.35,0,0,0,0,4,0.0,0.0,0.0,96.9,2404.0,6.6,132.0,1,3-2
3496,SL,79.6,3.23,54.42,5.53,8.0,1,0,1.0,3,2,-1.29,0.58,-0.09,1.98,0,1,0,2,3,0.0,0.0,0.0,78.7,2422.0,6.1,253.0,1,3-2
3497,FF,97.1,3.29,54.34,5.33,1.0,1,0,1.0,3,2,1.41,1.07,-0.45,3.23,0,1,0,2,3,204.0,71.5,46.0,96.7,2320.0,6.2,124.0,1,3-2
3530,SL,76.5,3.34,54.51,5.26,13.0,1,0,0.0,3,2,-1.35,-0.38,-1.5,1.83,0,0,0,2,7,0.0,0.0,0.0,75.6,2220.0,6.0,285.0,0,3-2
3540,FF,93.1,3.43,54.34,5.33,6.0,1,0,0.0,3,2,1.57,1.29,0.74,2.5,0,0,0,0,7,232.0,74.1,38.0,92.1,2363.0,6.2,129.0,0,3-2
3541,FF,93.8,3.2,54.15,5.51,7.0,1,0,1.0,3,2,1.26,1.13,-0.6,2.18,0,0,0,0,7,0.0,0.0,0.0,93.1,2257.0,6.4,132.0,0,3-2
3575,CH,86.2,3.42,54.15,5.05,5.0,1,0,0.0,3,2,1.79,0.74,0.27,2.38,0,0,0,0,4,122.0,109.1,5.0,85.6,2097.0,6.4,113.0,0,3-2
3608,SI,95.9,3.3,53.93,5.26,8.0,1,0,0.0,3,2,1.53,0.73,-0.21,1.95,0,0,0,1,2,291.0,97.7,18.0,96.1,2188.0,6.6,116.0,0,3-2
